"id","part_id","gripper_x","gripper_y","gripper_r","part_x","part_y","part_r","camera_view","created_at"
105,"1000000000818","-69.3257064819336","14.765490531921387","-6.8928608894348145","22.350753784179688","-49.63090515136719","-0.5290554761886597",2,"2024-05-14 14:42:09.770342"
106,"1000000000819","-69.21989440917969","24.427892684936523","0.10716220736503601","21.72211265563965","-55.167625427246094","0.06542111188173294",1,"2024-05-14 14:43:06.986798"
107,"1000000000820","-69.34819030761719","14.771276473999023","-6.84399938583374","22.086944580078125","-49.858760833740234","-0.24762769043445587",2,"2024-05-14 14:43:10.961197"
108,"1000000000821","-69.21151733398438","24.457563400268555","0.1049487367272377","21.737428665161133","-55.242523193359375","-0.07775977998971939",1,"2024-05-14 14:44:08.188791"
109,"1000000000822","-69.31329345703125","14.767903327941895","-6.959927082061768","22.31754493713379","-49.6535758972168","-0.526360034942627",2,"2024-05-14 14:44:12.168387"
110,"1000000000823","-69.2123794555664","24.423046112060547","0.1056591346859932","21.719871520996094","-55.3223762512207","-0.15049780905246735",1,"2024-05-14 14:45:09.417237"
111,"1000000000824","-69.26461029052734","14.763590812683105","-7.189689636230469","22.402664184570312","-49.576637268066406","-0.5845202803611755",2,"2024-05-14 14:45:13.381498"
112,"1000000000825","-69.21701049804688","24.433401107788086","0.1172020211815834","21.743457794189453","-55.24199295043945","-0.031642451882362366",1,"2024-05-14 14:46:10.623395"
113,"1000000000826","-69.26551055908203","14.75533390045166","-7.216805934906006","22.2764835357666","-49.709312438964844","-0.3689141273498535",2,"2024-05-14 14:46:14.60483"
114,"1000000000827","-69.20640563964844","24.455883026123047","0.13094165921211243","21.747413635253906","-55.23030471801758","-0.06356778740882874",1,"2024-05-14 14:47:11.817418"
115,"1000000000828","-69.24223327636719","14.754463195800781","-7.3438825607299805","22.26369285583496","-49.73398971557617","-0.4471656084060669",2,"2024-05-14 14:47:15.795164"
116,"1000000000829","-69.20636749267578","24.442102432250977","0.12313555926084518","21.726991653442383","-55.322044372558594","-0.16670431196689606",1,"2024-05-14 14:48:13.030631"
117,"1000000000830","-70.75603485107422","14.627750396728516","3.7320704460144043","22.421659469604492","-49.58582305908203","-0.5263112783432007",2,"2024-05-14 14:48:17.016587"
118,"1000000000831","-69.2037353515625","24.446285247802734","0.11903005838394165","21.7401180267334","-55.20896530151367","-0.006780859082937241",1,"2024-05-14 14:49:14.234571"
119,"1000000000832","-69.32035064697266","14.76642894744873","-6.882791996002197","22.23191261291504","-49.753517150878906","-0.4074706435203552",2,"2024-05-14 14:49:18.210871"
120,"1000000000833","-69.21075439453125","24.453290939331055","0.10757151991128922","21.736536026000977","-55.187137603759766","0.008736149407923222",1,"2024-05-14 14:50:15.441763"
121,"1000000000834","-69.31788635253906","14.761034965515137","-6.891005039215088","22.18866539001465","-49.78585433959961","-0.39994165301322937",2,"2024-05-14 14:50:19.428333"
122,"1000000000835","-69.20608520507812","24.44936752319336","0.11359638720750809","21.733524322509766","-55.23872756958008","0.03755206987261772",1,"2024-05-14 14:51:16.653412"
123,"1000000000836","-70.73329162597656","14.627846717834473","3.5208899974823","22.280473709106445","-49.6899528503418","-0.4464930593967438",2,"2024-05-14 14:51:20.629312"
